方向,代碼,名稱,訂單價格,訂單數量,訂單金額,交易狀態,已成交@均價,下單時間,類型,期限,盤前競價,時段,觸發價,允許開倉,市場,幣種,訂單來源,成交數量,成交價格,成交金額,成交時間,市場,幣種,對手經紀,備註,佣金,平台使用費,交收費,印花稅,交易費,證監會徵費,財匯局徵費,證監會規費,交易活動費,期權監管費,期權清算費,期權交收費,綜合審計跟蹤監管費,合計費用
買入,TSLA260410C362500,TSLA 260410 362.50C,0.89,10,890,全部成交,10@0.88,2026/04/07 14:57:28 (美東),限價單,當日有效,,,,,美股,USD,,10,0.88,880,2026/04/07 14:57:28 (美東),美股,USD,,,6.5,3,,,,,,,,0.13,0.2,1.8,,11.63
賣出,NVDA260415C180000,NVDA 260415 180.00C,1.87,5,935,全部成交,5@1.87,2026/04/07 14:57:10 (美東),限價單,當日有效,,,,,美股,USD,,5,1.87,935,2026/04/07 14:57:10 (美東),美股,USD,,,3.25,1.5,,,,,,0.02,0.02,0.07,0.1,0.9,,5.86
買入,NVDA260415C180000,NVDA 260415 180.00C,1.94,5,970,全部成交,5@1.94,2026/04/07 14:31:04 (美東),限價單,當日有效,,,,,美股,USD,,5,1.94,970,2026/04/07 14:31:04 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,NVDA260415C180000,NVDA 260415 180.00C,2.01,5,"1,005.00",全部成交,5@2.01,2026/04/07 14:20:50 (美東),限價單,當日有效,,,,,美股,USD,,5,2.01,"1,005.00",2026/04/07 14:20:50 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,SNDK260410C702500,SNDK 260410 702.50C,28,1,"2,800.00",全部成交,1@28.00,2026/04/07 14:14:32 (美東),限價單,當日有效,,,,,美股,USD,,1,28,"2,800.00",2026/04/07 14:14:32 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,TSLA260410C362500,TSLA 260410 362.50C,1.1,10,"1,100.00",全部成交,10@1.11,2026/04/07 12:50:48 (美東),限價單,當日有效,,,,,美股,USD,,10,1.11,"1,110.00",2026/04/07 12:50:49 (美東),美股,USD,,,6.5,3,,,,,,0.02,0.03,0.13,0.2,1.8,,11.68
買入,TSLA260410C362500,TSLA 260410 362.50C,0.8,10,800,全部成交,10@0.80,2026/04/07 10:38:02 (美東),限價單,當日有效,,,,,美股,USD,,10,0.8,800,2026/04/07 11:02:35 (美東),美股,USD,,,6.5,3,,,,,,,,0.13,0.2,1.8,,11.63
賣出,TSLA260410C362500,TSLA 260410 362.50C,1.04,10,"1,040.00",全部成交,10@1.04,2026/04/07 10:30:54 (美東),限價單,當日有效,,,,,美股,USD,,10,1.04,"1,040.00",2026/04/07 10:31:15 (美東),美股,USD,,,6.5,3,,,,,,0.02,0.03,0.13,0.2,1.8,,11.68
買入,TSLA260410C362500,TSLA 260410 362.50C,0.9,10,900,已撤單,0@0.00,2026/04/07 10:28:46 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,0.9,10,900,已撤單,0@0.00,2026/04/07 10:14:53 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,0.98,10,980,全部成交,10@0.98,2026/04/07 10:11:02 (美東),限價單,當日有效,,,,,美股,USD,,10,0.98,980,2026/04/07 10:13:27 (美東),美股,USD,,,6.5,3,,,,,,,,0.13,0.2,1.8,,11.63
買入,TSLA260410C345000,TSLA 260410 345.00C,2,5,"1,000.00",已撤單,0@0.00,2026/04/07 10:07:06 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260410C720000,SNDK 260410 720.00C,15,1,"1,500.00",已撤單,0@0.00,2026/04/07 09:54:58 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,1.3,5,650,已撤單,0@0.00,2026/04/07 09:52:22 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,STX260410P452500,STX 260410 452.50P,8,1,800,已撤單,0@0.00,2026/04/07 09:50:39 (美東),限價單,當日有效,,盤中,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260410C720000,SNDK 260410 720.00C,15,1,"1,500.00",已撤單,0@0.00,2026/04/07 09:49:15 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,1,5,500,已撤單,0@0.00,2026/04/07 09:43:54 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,1.3,5,650,已撤單,0@0.00,2026/04/07 09:34:24 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,2.99,5,"1,495.00",全部成交,5@2.99,2026/04/06 14:46:20 (美東),限價單,當日有效,,,,,美股,USD,,5,2.99,"1,495.00",2026/04/06 14:46:43 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,TSLA260410C362500,TSLA 260410 362.50C,2.99,15,"4,485.00",全部成交,15@2.99,2026/04/06 14:45:45 (美東),限價單,當日有效,,,,,美股,USD,,4,2.99,"1,196.00",2026/04/06 14:45:45 (美東),美股,USD,,,9.75,4.5,,,,,,,,0.2,0.3,2.7,,17.45
,,,,,,,,,,,,,,,,,,5,2.99,"1,495.00",2026/04/06 14:45:45 (美東),美股,USD,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,6,2.99,"1,794.00",2026/04/06 14:45:45 (美東),美股,USD,,,,,,,,,,,,,,,,
賣出,TSLA260410C362500,TSLA 260410 362.50C,6,5,"3,000.00",已撤單,0@0.00,2026/04/06 11:50:43 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,2.5,5,"1,250.00",已撤單,0@0.00,2026/04/06 11:39:31 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,3,2,600,已撤單,0@0.00,2026/04/06 11:30:24 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,3.5,3,"1,050.00",已撤單,0@0.00,2026/04/06 11:27:49 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,2.8,5,"1,400.00",已撤單,0@0.00,2026/04/06 11:26:37 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,4,5,"2,000.00",已撤單,0@0.00,2026/04/06 10:52:23 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260410P702500,SNDK 260410 702.50P,18,1,"1,800.00",已撤單,0@0.00,2026/04/06 10:44:16 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,TSLA260410C362500,TSLA 260410 362.50C,5,2,"1,000.00",全部成交,2@5.00,2026/04/06 10:42:41 (美東),限價單,當日有效,,,,,美股,USD,,2,5,"1,000.00",2026/04/06 10:47:16 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.03,0.04,0.36,,3.02
買入,TSLA260410C362500,TSLA 260410 362.50C,5,3,"1,500.00",全部成交,3@5.00,2026/04/06 10:38:48 (美東),限價單,當日有效,,,,,美股,USD,,3,5,"1,500.00",2026/04/06 10:39:30 (美東),美股,USD,,,1.99,0.9,,,,,,,,0.04,0.06,0.54,,3.53
買入,TSLA260410C362500,TSLA 260410 362.50C,6,5,"3,000.00",全部成交,5@6.00,2026/04/06 10:34:41 (美東),限價單,當日有效,,,,,美股,USD,,5,6,"3,000.00",2026/04/06 10:34:42 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
買入,SNDK260410P705000,SNDK 260410 705.00P,8,2,"1,600.00",已撤單,0@0.00,2026/04/06 02:53:09 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
賣出,AAPL260406P255000,AAPL 260406 255.00P,2.25,5,"1,125.00",全部成交,5@2.25,2026/04/02 11:32:00 (美東),限價單,當日有效,,,,,美股,USD,,5,2.25,"1,125.00",2026/04/02 11:33:40 (美東),美股,USD,,,3.25,1.5,,,,,,,0.02,0.07,0.1,0.9,,5.84
買入,AAPL260406P255000,AAPL 260406 255.00P,2.05,5,"1,025.00",全部成交,5@2.05,2026/04/02 11:28:16 (美東),限價單,當日有效,,,,,美股,USD,,5,2.05,"1,025.00",2026/04/02 11:29:00 (美東),美股,USD,,,3.25,1.5,,,,,,,,0.07,0.1,0.9,,5.82
賣出,SNDK260410C692500,SNDK 260410 692.50C,38.5,1,"3,850.00",全部成交,1@38.50,2026/04/02 11:19:49 (美東),限價單,當日有效,,,,,美股,USD,,1,38.5,"3,850.00",2026/04/02 11:19:50 (美東),美股,USD,,,1.99,0.3,,,,,,,0.01,0.01,0.02,0.18,,2.51
賣出,SNDK260410C692500,SNDK 260410 692.50C,39,1,"3,900.00",已撤單,0@0.00,2026/04/02 11:18:26 (美東),限價單,當日有效,,,,,美股,USD,,,,,,,,,,,,,,,,,,,,,,,
買入,SNDK260410C692500,SNDK 260410 692.50C,38,1,"3,800.00",全部成交,1@38.00,2026/04/02 11:17:44 (美東),限價單,當日有效,,,,,美股,USD,,1,38,"3,800.00",2026/04/02 11:18:17 (美東),美股,USD,,,1.99,0.3,,,,,,,,0.01,0.02,0.18,,2.5
賣出,PLTR260402C149000,PLTR 260402 149.00C,0.02,1,2,全部成交,1@0.02,2026/04/02 09:42:30 (美東),限價單,當日有效,,,,,美股,USD,,1,0.02,2,2026/04/02 09:42:37 (美東),美股,USD,,,1.99,0.3,,,,,,,0.01,0.01,0.02,0.18,,2.51
賣出,SNDK260402P660000,SNDK 260402 660.00P,13,2,"2,600.00",全部成交,2@13.00,2026/04/02 09:40:59 (美東),限價單,當日有效,,,,,美股,USD,,2,13,"2,600.00",2026/04/02 09:42:13 (美東),美股,USD,,,1.99,0.6,,,,,,,0.01,0.03,0.04,0.36,,3.03
賣出,SNDK260402P655000,SNDK 260402 655.00P,13,10,"13,000.00",全部成交,10@13.00,2026/04/02 09:40:46 (美東),限價單,當日有效,,,,,美股,USD,,10,13,"13,000.00",2026/04/02 09:41:48 (美東),美股,USD,,,6.5,3,,,,,,,0.03,0.13,0.2,1.8,,11.66
買入,69015,恒指摩利八乙牛X.C,0.045,"100,000","4,500.00",已撤單,0@0.00,2026/04/02 15:28:42 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.045,"100,000","4,500.00",全部成交,"100,000@0.045",2026/04/02 15:27:13 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.045,"4,500.00",2026/04/02 15:28:26 (香港),港股,HKD,2453,,0,15,0.19,0,0.25,0.12,0.01,,,,,,,15.57
買入,69015,恒指摩利八乙牛X.C,0.045,"200,000","9,000.00",全部成交,"200,000@0.045",2026/04/02 15:26:12 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.045,"9,000.00",2026/04/02 15:26:20 (香港),港股,HKD,8309,,0,15,0.38,0,0.51,0.24,0.01,,,,,,,16.14
賣出,69162,恒指華泰八七牛E.C,0.037,"150,000","5,550.00",全部成交,"150,000@0.037",2026/04/02 15:16:43 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"150,000",0.037,"5,550.00",2026/04/02 15:20:59 (香港),港股,HKD,1799,,0,15,0.23,0,0.31,0.15,0.01,,,,,,,15.7
買入,69162,恒指華泰八七牛E.C,0.032,"50,000","1,600.00",已撤單,0@0.00,2026/04/02 15:15:45 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,69162,恒指華泰八七牛E.C,0.034,"100,000","3,400.00",全部成交,"100,000@0.034",2026/04/02 15:14:58 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.034,"3,400.00",2026/04/02 15:14:58 (香港),港股,HKD,174,,0,15,0.14,0,0.19,0.09,0.01,,,,,,,15.43
賣出,69162,恒指華泰八七牛E.C,0.033,"100,000","3,300.00",全部成交,"100,000@0.033",2026/04/02 15:11:18 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"10,000",0.033,330,2026/04/02 15:11:18 (香港),港股,HKD,2241,,0,15,0.13,0,0.19,0.09,0,,,,,,,15.41
,,,,,,,,,,,,,,,,,,"90,000",0.033,"2,970.00",2026/04/02 15:11:18 (香港),港股,HKD,316,,,,,,,,,,,,,,,
買入,69162,恒指華泰八七牛E.C,0.032,"50,000","1,600.00",已撤單,0@0.00,2026/04/02 15:09:02 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69162,恒指華泰八七牛E.C,0.031,"100,000","3,100.00",部成已撤,"50,000@0.031",2026/04/02 15:03:48 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"50,000",0.031,"1,550.00",2026/04/02 15:06:27 (香港),港股,HKD,8176,,0,15,0.07,0,0.09,0.04,0,,,,,,,15.2
買入,69162,恒指華泰八七牛E.C,0.031,"100,000","3,100.00",全部成交,"100,000@0.031",2026/04/02 15:01:39 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.031,"3,100.00",2026/04/02 15:06:07 (香港),港股,HKD,8176,,0,15,0.13,0,0.18,0.08,0,,,,,,,15.39
買入,69162,恒指華泰八七牛E.C,0.028,"100,000","2,800.00",已撤單,0@0.00,2026/04/02 14:57:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69162,恒指華泰八七牛E.C,0.027,"200,000","5,400.00",已撤單,0@0.00,2026/04/02 14:55:26 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69162,恒指華泰八七牛E.C,0.029,"200,000","5,800.00",全部成交,"200,000@0.029",2026/04/02 14:54:46 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.029,"5,800.00",2026/04/02 14:54:56 (香港),港股,HKD,9766,,0,15,0.24,0,0.33,0.16,0.01,,,,,,,15.74
買入,53513,恒指信證八乙牛O.C,0.026,"200,000","5,200.00",已撤單,0@0.00,2026/04/02 14:53:47 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,69015,恒指摩利八乙牛X.C,0.036,"300,000","10,800.00",全部成交,"300,000@0.036",2026/04/02 14:46:51 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"60,000",0.036,"2,160.00",2026/04/02 14:46:51 (香港),港股,HKD,1479,,0,15,0.45,0,0.61,0.29,0.01,,,,,,,16.36
,,,,,,,,,,,,,,,,,,"240,000",0.036,"8,640.00",2026/04/02 14:46:51 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.034,"100,000","3,400.00",已撤單,0@0.00,2026/04/02 14:38:36 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.025,"100,000","2,500.00",已撤單,0@0.00,2026/04/02 14:37:38 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69162,恒指華泰八七牛E.C,0.019,"100,000","1,900.00",已撤單,0@0.00,2026/04/02 14:34:51 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,69015,恒指摩利八乙牛X.C,0.035,"300,000","10,500.00",已撤單,0@0.00,2026/04/02 14:33:34 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,53206,恒指摩利八乙牛1.C,0.029,"180,000","5,220.00",全部成交,"180,000@0.029",2026/04/02 14:24:19 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"180,000",0.029,"5,220.00",2026/04/02 14:24:19 (香港),港股,HKD,2453,,0,15,0.22,0,0.29,0.14,0.01,,,,,,,15.66
買入,53206,恒指摩利八乙牛1.C,0.022,"200,000","4,400.00",部成已撤,"180,000@0.022",2026/04/02 14:12:57 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"180,000",0.022,"3,960.00",2026/04/02 14:12:57 (香港),港股,HKD,2452,,0,15,0.17,0,0.22,0.11,0.01,,,,,,,15.51
買入,53206,恒指摩利八乙牛1.C,0.01,"300,000","3,000.00",已撤單,0@0.00,2026/04/02 14:04:11 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.033,"100,000","3,300.00",全部成交,"100,000@0.033",2026/04/02 14:01:28 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"30,000",0.033,990,2026/04/02 14:01:34 (香港),港股,HKD,1479,,0,15,0.14,0,0.19,0.1,0,,,,,,,15.43
,,,,,,,,,,,,,,,,,,"40,000",0.033,"1,320.00",2026/04/02 14:01:32 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"20,000",0.033,660,2026/04/02 14:01:32 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.033,330,2026/04/02 14:01:32 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.019,"100,000","1,900.00",已撤單,0@0.00,2026/04/02 13:58:29 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,53206,恒指摩利八乙牛1.C,0.021,"300,000","6,300.00",全部成交,"300,000@0.021",2026/04/02 13:57:40 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"170,000",0.021,"3,570.00",2026/04/02 14:01:30 (香港),港股,HKD,2204,,0,15,0.27,0,0.36,0.17,0.01,,,,,,,15.81
,,,,,,,,,,,,,,,,,,"40,000",0.021,840,2026/04/02 14:01:05 (香港),港股,HKD,2204,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"90,000",0.021,"1,890.00",2026/04/02 14:00:23 (香港),港股,HKD,2240,,,,,,,,,,,,,,,
賣出,53206,恒指摩利八乙牛1.C,0.023,"100,000","2,300.00",已撤單,0@0.00,2026/04/02 13:49:44 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.033,"100,000","3,300.00",已撤單,0@0.00,2026/04/02 13:49:25 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,69015,恒指摩利八乙牛X.C,0.035,"100,000","3,500.00",已撤單,0@0.00,2026/04/02 13:49:18 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,53206,恒指摩利八乙牛1.C,0.023,"100,000","2,300.00",已撤單,0@0.00,2026/04/02 13:48:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.02,"100,000","2,000.00",已撤單,0@0.00,2026/04/02 13:41:58 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.022,"100,000","2,200.00",全部成交,"100,000@0.022",2026/04/02 13:33:42 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.022,"2,200.00",2026/04/02 13:34:12 (香港),港股,HKD,2453,,0,15,0.09,0,0.12,0.06,0,,,,,,,15.27
買入,53206,恒指摩利八乙牛1.C,0.024,"200,000","4,800.00",全部成交,"200,000@0.024",2026/04/02 13:32:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"10,000",0.024,240,2026/04/02 13:32:50 (香港),港股,HKD,2453,,0,15,0.2,0,0.26,0.14,0.01,,,,,,,15.61
,,,,,,,,,,,,,,,,,,"10,000",0.024,240,2026/04/02 13:32:47 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.024,240,2026/04/02 13:32:47 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"20,000",0.024,480,2026/04/02 13:32:47 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.024,240,2026/04/02 13:32:47 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"140,000",0.024,"3,360.00",2026/04/02 13:32:38 (香港),港股,HKD,2240,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.034,"100,000","3,400.00",已撤單,0@0.00,2026/04/02 13:28:16 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.036,"100,000","3,600.00",全部成交,"100,000@0.036",2026/04/02 13:27:17 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.036,"3,600.00",2026/04/02 13:27:18 (香港),港股,HKD,4409,,0,15,0.15,0,0.2,0.1,0.01,,,,,,,15.46
買入,69015,恒指摩利八乙牛X.C,0.035,"100,000","3,500.00",全部成交,"100,000@0.035",2026/04/02 13:27:13 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"50,000",0.035,"1,750.00",2026/04/02 13:27:41 (香港),港股,HKD,1479,,0,15,0.14,0,0.2,0.1,0,,,,,,,15.44
,,,,,,,,,,,,,,,,,,"20,000",0.035,700,2026/04/02 13:27:41 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"10,000",0.035,350,2026/04/02 13:27:41 (香港),港股,HKD,1405,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,"20,000",0.035,700,2026/04/02 13:27:41 (香港),港股,HKD,1479,,,,,,,,,,,,,,,
賣出,69015,恒指摩利八乙牛X.C,0.034,"100,000","3,400.00",全部成交,"100,000@0.034",2026/04/02 13:24:40 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.034,"3,400.00",2026/04/02 13:26:34 (香港),港股,HKD,2241,,0,15,0.14,0,0.19,0.09,0.01,,,,,,,15.43
買入,69015,恒指摩利八乙牛X.C,0.033,"200,000","6,600.00",已撤單,0@0.00,2026/04/02 13:22:56 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.031,"100,000","3,100.00",全部成交,"100,000@0.031",2026/04/02 13:21:15 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"70,000",0.031,"2,170.00",2026/04/02 13:21:53 (香港),港股,HKD,2453,,0,15,0.13,0,0.17,0.09,0,,,,,,,15.39
,,,,,,,,,,,,,,,,,,"30,000",0.031,930,2026/04/02 13:21:33 (香港),港股,HKD,2453,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.033,"100,000","3,300.00",已撤單,0@0.00,2026/04/02 13:19:38 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,69015,恒指摩利八乙牛X.C,0.029,"100,000","2,900.00",已撤單,0@0.00,2026/04/02 13:13:09 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,53206,恒指摩利八乙牛1.C,0.019,"550,000","10,450.00",全部成交,"550,000@0.019",2026/04/02 13:10:42 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"390,000",0.019,"7,410.00",2026/04/02 13:10:42 (香港),港股,HKD,8309,,0,15,0.44,0,0.59,0.28,0.01,,,,,,,16.32
,,,,,,,,,,,,,,,,,,"160,000",0.019,"3,040.00",2026/04/02 13:10:42 (香港),港股,HKD,1799,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.02,"100,000","2,000.00",已撤單,0@0.00,2026/04/02 13:02:11 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.025,"50,000","1,250.00",全部成交,"50,000@0.025",2026/04/02 11:56:00 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"50,000",0.025,"1,250.00",2026/04/02 13:00:54 (香港),港股,HKD,2453,,0,15,0.05,0,0.07,0.03,0,,,,,,,15.15
賣出,53084,恒指瑞銀八九熊N.P,0.045,"100,000","4,500.00",全部成交,"100,000@0.045",2026/04/02 11:54:49 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"100,000",0.045,"4,500.00",2026/04/02 11:56:58 (香港),港股,HKD,8477,,0,15,0.19,0,0.25,0.12,0.01,,,,,,,15.57
買入,53084,恒指瑞銀八九熊N.P,0.045,"100,000","4,500.00",全部成交,"100,000@0.045",2026/04/02 11:51:36 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"60,000",0.045,"2,700.00",2026/04/02 11:51:37 (香港),港股,HKD,9023,,0,15,0.19,0,0.25,0.12,0,,,,,,,15.56
,,,,,,,,,,,,,,,,,,"40,000",0.045,"1,800.00",2026/04/02 11:51:36 (香港),港股,HKD,8309,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.028,"100,000","2,800.00",已撤單,0@0.00,2026/04/02 11:44:27 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
買入,53206,恒指摩利八乙牛1.C,0.03,"200,000","6,000.00",全部成交,"200,000@0.03",2026/04/02 10:36:22 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"200,000",0.03,"6,000.00",2026/04/02 10:36:22 (香港),港股,HKD,9760,,0,15,0.25,0,0.34,0.16,0.01,,,,,,,15.76
買入,53206,恒指摩利八乙牛1.C,0.03,"300,000","9,000.00",全部成交,"300,000@0.03",2026/04/02 10:34:37 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"300,000",0.03,"9,000.00",2026/04/02 10:34:45 (香港),港股,HKD,9760,,0,15,0.38,0,0.51,0.24,0.01,,,,,,,16.14
賣出,62444,恒指法興八二熊6.P,0.061,"30,000","1,830.00",下單失敗,0@0.00,2026/04/02 10:06:48 (香港),限價單,當日有效,不允許,,,,港股,HKD,,,,,,,,,,,,,,,,,,,,,,,
賣出,62444,恒指法興八二熊6.P,0.057,"30,000","1,710.00",全部成交,"30,000@0.057",2026/04/02 10:06:47 (香港),限價單,當日有效,不允許,,,,港股,HKD,,"30,000",0.057,"1,710.00",2026/04/02 10:07:27 (香港),港股,HKD,2452,,0,15,0.07,0,0.1,0.05,0,,,,,,,15.22
買入,SNDK260402P660000,SNDK 260402 660.00P,4.5,2,900,全部成交,2@4.50,2026/04/01 15:59:18 (美東),限價單,當日有效,,,,,美股,USD,,2,4.5,900,2026/04/01 15:59:19 (美東),美股,USD,,,1.99,0.6,,,,,,,,0.03,0.04,0.36,,3.02
